Title,Mean,Median,StDev,Rating,Confidence,Rating,Confidence,Rating,Confidence,Rating,Confidence,Rating,Confidence,Rating,Confidence,Rating,Confidence,Rating,Confidence,
Real-time computer vision on low-end boards via clustering motion vectors,3.25, 3.0, 1.7853571071357126, 3, 4, 1, 4, 6, 4, 3, 3
Beyond Memorization: Violating Privacy via Inference with Large Language Models,7.2, 8.0, 0.9797958971132712, 8, 4, 8, 2, 8, 3, 6, 3, 6, 5
AdaLomo: Low-memory Optimization with Adaptive Learning Rate,3.25, 3.0, 1.7853571071357126, 3, 4, 3, 3, 1, 5, 6, 3
Deep Network Partition Density Exhibits Double Descent,4.25, 4.0, 1.299038105676658, 6, 3, 3, 3, 5, 4, 3, 3
Locality Sensitive Sparse Encoding for Learning World Models Online,6.0, 5.0, 1.4142135623730951, 5, 4, 8, 3, 5, 3
Towards Relaxing the Unbiasedness Condition of Doubly Robust Estimators for Debiased Recommendation,5.5, 5.5, 1.8027756377319946, 3, 4, 5, 4, 6, 3, 8, 3
Instruct2Act: Mapping Multi-modality Instructions to Robotic Arm Actions with Large Language Model,4.75, 5.0, 1.0897247358851685, 5, 4, 6, 4, 3, 4, 5, 4
Beyond Disentanglement: On the Orthogonality of Learned Representations,4.75, 5.0, 1.0897247358851685, 6, 5, 5, 3, 3, 4, 5, 3
Directional Rank Reduction for Backdoor Defense,5.25, 5.0, 0.4330127018922193, 5, 3, 6, 4, 5, 4, 5, 4
Regulation Games for Trustworthy Machine Learning,4.333333333333333, 5.0, 0.9428090415820634, 5, 3, 3, 3, 5, 4
3D Molecular Pretraining via Localized Geometric Generation,3.0, 3.0, 0.0, 3, 5, 3, 4, 3, 4, 3, 4
CLIP Exhibits Improved Compositional Generalization Through Representation Disentanglement,4.333333333333333, 5.0, 0.9428090415820634, 5, 4, 3, 3, 5, 3
Disentanglement Learning via Topology,5.0, 5.0, 0.0, 5, 3, 5, 3, 5, 4, 5, 4
Object-Centric Noise Filtering in Neural Radiance Fields via Influence Functions and Segmentation,3.6666666666666665, 3.0, 0.9428090415820634, 5, 3, 3, 4, 3, 4
Unified Language Model Alignment with Demonstration and Point-wise Human Preference,4.75, 5.0, 1.0897247358851685, 3, 3, 6, 3, 5, 4, 5, 4
DisFormer: Disentangled Object Representations for Learning Visual Dynamics Via Transformers,3.5, 3.0, 0.8660254037844386, 3, 3, 5, 4, 3, 4, 3, 3
Why are hyperbolic neural networks effective? A study on hierarchical representation capability,3.6666666666666665, 3.0, 0.9428090415820634, 3, 3, 5, 3, 3, 4
Large Language Models as superpositions of cultural perspectives,3.5, 3.0, 0.8660254037844386, 3, 4, 3, 4, 3, 4, 5, 3
InstaTAP: Instance Motion Estimation for Tracking Any Point,3.6666666666666665, 3.0, 0.9428090415820634, 3, 4, 5, 4, 3, 4
An Enhanced Gromov-Wasserstein Barycenter Method for Graph-based Clustering,4.5, 4.5, 1.5, 3, 5, 6, 3, 3, 3, 6, 3
Physics-informed neural networks for transformed geometries and manifolds,3.25, 3.0, 1.7853571071357126, 3, 4, 6, 4, 3, 3, 1, 4
Enhancing Neural Subset Selection: Integrating Background Information into Set Representations,5.0, 5.0, 0.0, 5, 4
Causal Impact Index: A Causal Formulation of Citations,3.0, 3.0, 0.0, 3, 4, 3, 4, 3, 3
Node-CwR: Node Classification with Reject Option,3.0, 3.0, 0.0, 3, 4, 3, 4, 3, 4, 3, 4
Segment Anything Meets Universal Adversarial Perturbation,3.0, 3.0, 1.632993161855452, 3, 4, 5, 5, 1, 5
Episode Transformer: Model-based Episodic Reinforcement Learning,3.5, 3.0, 0.8660254037844386, 3, 2, 5, 4, 3, 3, 3, 3
Everyone Deserves A Reward: Learning Customized Human Preferences,4.333333333333333, 5.0, 0.9428090415820634, 5, 2, 3, 3, 5, 4
Bridging Vision and Language Spaces with Assignment Prediction,5.8, 5.0, 1.16619037896906, 5, 4, 5, 5, 6, 5, 5, 4, 8, 3
Fair Domain Generalization with Arbitrary Sensitive Attributes,3.25, 3.0, 1.7853571071357126, 3, 4, 3, 4, 6, 4, 1, 5
Metanetwork: A novel approach to interpreting ANNs,2.5, 3.0, 0.8660254037844386, 3, 3, 3, 4, 3, 4, 1, 4
Generative Judge for Evaluating Alignment,5.0, 5.0, 0.0, 5, 2, 5, 3, 5, 4
Rethinking and Extending the Probabilistic Inference Capacity of GNNs,6.6, 6.0, 1.2, 6, 3, 5, 3, 8, 3, 6, 2, 8, 2
Bi-GCL: Efficient Search on Networks,nan, nan, nan
Recurrent Distance-Encoding Neural Networks for Graph Representation Learning,4.75, 5.0, 1.0897247358851685, 5, 4, 3, 4, 5, 3, 6, 3
Learning model uncertainty as variance-minimizing instance weights,5.333333333333333, 5.0, 2.0548046676563256, 5, 3, 3, 3, 8, 3
TVTSv2: Learning Out-of-the-box Spatiotemporal Visual Representations at Scale,6.5, 6.5, 1.5, 8, 4, 5, 4, 8, 3, 5, 4
Controlled Text Generation via Language Model Arithmetic,6.25, 6.0, 1.0897247358851685, 6, 3, 6, 3, 5, 3, 8, 3
Tracking Cognitive Development of Large Language Models,2.5, 3.0, 0.8660254037844386, 3, 5, 1, 5, 3, 4, 3, 4
Black-box Targeted Adversarial Attack on Segment Anything (SAM),3.75, 4.0, 1.920286436967152, 3, 4, 5, 4, 1, 5, 6, 4
Forward Learning with Top-Down Feedback: Empirical and Analytical Characterization,6.0, 6.5, 2.1213203435596424, 5, 3, 3, 4, 8, 4, 8, 3
Do not Start with Trembling Hands: Improving Multi-agent Reinforcement Learning with Stable Prefix Policy,3.6666666666666665, 3.0, 0.9428090415820634, 3, 4, 3, 4, 5, 3
Chain-of-Symbol Prompting for Spatial Relationships in Large Language Models,5.5, 5.5, 0.5, 6, 4, 6, 3, 5, 3, 5, 4
Lightweight Graph Neural Network Search with Graph Sparsification,5.333333333333333, 5.0, 2.0548046676563256, 3, 5, 8, 2, 5, 4
RLP: A reinforcement learning benchmark for neural algorithmic reasoning,4.75, 5.0, 1.0897247358851685, 5, 4, 6, 3, 3, 4, 5, 4
Vision Transformer with Irregular Attention,3.5, 3.0, 0.8660254037844386, 5, 3, 3, 3, 3, 2, 3, 4
Towards Cross Domain Generalization of Hamiltonian Representation via Meta Learning,4.25, 4.0, 1.299038105676658, 5, 3, 6, 2, 3, 3, 3, 4
UBERT: Unsupervised adaptive early exits in BERT,4.0, 4.0, 1.0, 3, 4, 5, 4, 5, 1, 3, 4
PEACH: Pretrained-embedding Explanation Across Contextual and Hierarchical Structure,4.0, 3.0, 1.4142135623730951, 6, 3, 3, 4, 3, 4
ReLiK: Retrieve Read and LinK: Fast and Accurate Entity Linking and Relation Extraction on an Academic Budget,5.666666666666667, 6.0, 0.4714045207910317, 6, 4, 6, 3, 5, 4
What Makes Good Data for Alignment? A Comprehensive Study of Automatic Data Selection in Instruction Tuning,4.666666666666667, 5.0, 1.247219128924647, 3, 4, 5, 3, 6, 4
Causality-Inspired Spatial-Temporal Explanations for Dynamic Graph Neural Networks,4.75, 4.0, 2.0463381929681126, 5, 4, 3, 2, 8, 2, 3, 4
Dissecting learning and forgetting in language model finetuning,5.75, 5.0, 1.299038105676658, 8, 4, 5, 3, 5, 4, 5, 4
MetaFormer with Holistic Attention Modelling Improves Few-Shot Classification,5.25, 5.0, 0.4330127018922193, 5, 4, 5, 3, 6, 5, 5, 3
TinyTrain: Deep Neural Network Training at the Extreme Edge,5.25, 5.0, 1.7853571071357126, 8, 4, 5, 5, 5, 4, 3, 4
Test-time Adaption against Multi-modal Reliability Bias,7.0, 7.0, 1.0, 8, 5, 6, 5, 6, 4, 8, 5
Fully Identical Initialization,5.0, 6.0, 1.4142135623730951, 6, 4, 6, 4, 3, 4
LatentCBF: A Control Barrier Function in Latent Space for Safe Control,4.0, 4.0, 1.0, 3, 4, 5, 4, 5, 4, 3, 4
Mirage: Model-agnostic Graph Distillation for Graph Classification,5.75, 6.0, 0.4330127018922193, 6, 3, 6, 4, 6, 4, 5, 3
Stealing the Invisible: Unveiling Pre-Trained CNN Models through Adversarial Examples and Timing Side-Channels,2.5, 3.0, 0.8660254037844386, 3, 4, 1, 4, 3, 4, 3, 4
A Weakly Supervised and Globally Explainable Learning Framework for Brain Tumor Segmentation,3.0, 3.0, 0.0, 3, 4, 3, 3, 3, 4, 3, 4
Exploring mechanisms of Neural Robustness: probing the bridge between geometry and spectrum,4.25, 4.0, 1.299038105676658, 6, 4, 3, 4, 3, 4, 5, 4
Two-shot learning of continuous interpolation using a conceptor-aided recurrent autoencoder,5.0, 4.5, 2.1213203435596424, 3, 4, 6, 1, 8, 2, 3, 3
On the Learnability of Watermarks for Language Models,5.25, 5.0, 0.4330127018922193, 5, 4, 5, 4, 6, 4, 5, 3
Personalized Language Generation via Bayesian Metric Augmented Retrieval,5.25, 5.0, 1.7853571071357126, 5, 5, 5, 3, 3, 4, 8, 2
Prompt Sketching for Large Language Models,4.25, 4.0, 1.299038105676658, 3, 4, 3, 3, 6, 3, 5, 4
Consistency Training with Learnable Data Augmentation for Graph Anomaly Detection with Limited Supervision,5.666666666666667, 6.0, 0.4714045207910317, 5, 4, 6, 4, 6, 4
AN ENTROPY PERSPECTIVE IN KNOWLEDGE DISTILLATION,3.0, 3.0, 0.0, 3, 4, 3, 4, 3, 2
OPTIMIZING STABILIZATION IN SINGULARLY PER- TURBED PROBLEMS WITH SUPG SCHEME,3.6666666666666665, 3.0, 0.9428090415820634, 3, 5, 5, 3, 3, 5
Bellman Optimal Step-size Straightening of Flow-Matching Models,5.333333333333333, 5.0, 0.4714045207910317, 5, 4, 5, 5, 6, 3
Distributional Structured Pruning by Lower bounding the Total Variation Distance using Witness functions,5.0, 6.0, 1.4142135623730951, 6, 3, 6, 3, 3, 3
ZGS-Based Event-Driven Algorithms for Bayesian Optimization in Fully Distributed Multi-Agent Systems,3.25, 3.0, 1.7853571071357126, 1, 3, 6, 2, 3, 4, 3, 4
Boosted Long Short-Term Memory with Additional Inner Layers,2.3333333333333335, 3.0, 0.9428090415820634, 1, 5, 3, 2, 3, 4
An Optimization-Based Framework for Adversarial Defence of Graph Neural Networks Via Adaptive Lipschitz Regularization,3.5, 3.0, 0.8660254037844386, 5, 4, 3, 4, 3, 3, 3, 4
Teaching LLMs to Teach Themselves Better Instructions via Reinforcement Learning,4.666666666666667, 5.0, 1.247219128924647, 6, 3, 5, 3, 3, 4
Diffusion with Synthetic Features: Feature Imputation for Graphs with Partially Observed Features,4.75, 5.0, 1.0897247358851685, 6, 2, 5, 4, 5, 3, 3, 5
LST-Bench:A Benchmark for long sequence time-series forecasting Task,2.5, 3.0, 0.8660254037844386, 3, 4, 3, 4, 3, 4, 1, 5
Enhancing Tail Performance in Extreme Classifiers by Label Variance Reduction,5.5, 5.5, 0.5, 5, 2, 6, 5, 6, 4, 5, 3
Time2Image: A Unified Image Representation Framework for Time Series Classification,4.75, 5.0, 1.0897247358851685, 5, 4, 3, 4, 5, 4, 6, 4
FruitBin: A tunable large-scale dataset for advancing 6D Pose estimation in fruit bin picking automation,4.75, 4.0, 2.0463381929681126, 5, 5, 8, 5, 3, 4, 3, 4
Uncovering the Spectrum of Graph Generative Models: From One-Shot to Sequential,4.8, 5.0, 0.9797958971132712, 5, 4, 5, 4, 6, 3, 3, 3, 5, 3
Universal Algorithm for Extreme Bandits with the Minimal Complexities,3.0, 3.0, 1.4142135623730951, 3, 4, 5, 3, 1, 3, 3, 4
Summing Up the Facts: Additive Mechanisms behind Factual Recall in LLMs,5.0, 5.5, 1.224744871391589, 5, 3, 3, 2, 6, 4, 6, 2
Task-Oriented Multi-View Representation Learning,4.75, 5.0, 1.0897247358851685, 5, 3, 3, 5, 6, 4, 5, 4
Understanding the Mechanics and Dynamics of Memorisation in Large Language Models: A Case Study with Random Strings,5.0, 5.0, 1.0954451150103321, 6, 2, 5, 3, 3, 4, 6, 3, 5, 3
NeFL: Nested Federated Learning for Heterogeneous Clients,5.666666666666667, 6.0, 0.4714045207910317, 5, 4, 6, 3, 6, 3
Harnessing Text to Image Diffusion for Dense Prediction Tasks,4.0, 4.0, 1.0, 3, 4, 3, 4, 5, 5, 5, 4
Is This the Subspace You Are Looking for? An Interpretability Illusion for Subspace Activation Patching,6.333333333333333, 8.0, 2.357022603955158, 8, 2, 3, 3, 8, 3
Fixed-Budget Best Arm Identification with Variance-Dependent Regret Bounds,6.0, 5.5, 1.224744871391589, 5, 4, 6, 3, 8, 3, 5, 3
Symmetric Mean-field Langevin Dynamics for Distributional Minimax Problems,6.6, 6.0, 1.2, 8, 2, 6, 4, 6, 3, 8, 3, 5, 3
Causal Inference Using LLM-Guided Discovery,3.6666666666666665, 3.0, 0.9428090415820634, 3, 4, 5, 3, 3, 3
Learning Predictive Checklists with Probabilistic Logic Programming,4.666666666666667, 5.0, 1.247219128924647, 6, 4, 3, 4, 5, 4
Parrot: Enhancing Multi-Turn Chat Models by Learning to Ask Questions,5.5, 5.5, 1.8027756377319946, 3, 5, 5, 4, 6, 4, 8, 4
Knowledge Graph Completion by Intermediate Variables Regularization,5.25, 5.0, 1.7853571071357126, 8, 4, 3, 5, 5, 4, 5, 4
Attributed Graph Clustering via Coarsening with Modularity,3.4, 3.0, 0.8, 3, 4, 3, 4, 3, 5, 5, 4, 3, 3
MAGDiff: Covariate Data Set Shift Detection via Activation Graphs of Deep Neural Networks,4.5, 5.0, 0.8660254037844386, 5, 3, 5, 3, 3, 4, 5, 3
Prototypes-Injected Prompt for Federated Class Incremental Learning,4.25, 4.0, 1.299038105676658, 6, 1, 5, 4, 3, 5, 3, 4
Demonstration-Regularized RL,5.25, 5.0, 1.7853571071357126, 3, 2, 5, 3, 8, 2, 5, 2
Explorative Latent Self-Supervised Active Search Algorithm (ELSA),4.0, 5.0, 2.160246899469287, 1, 4, 5, 2, 6, 3
Negative-prompt Inversion: Fast Image Inversion for Editing with Text-guided Diffusion Models,4.75, 5.0, 1.0897247358851685, 6, 4, 3, 4, 5, 4, 5, 4
GatedMTL: Learning to Share Specialize and Prune Representations for Multi-task Learning,4.5, 5.0, 0.8660254037844386, 5, 4, 5, 4, 5, 3, 3, 4
PDE-Diffusion: Physic guided diffusion model for solving partial derivative equations,2.2, 3.0, 0.9797958971132712, 3, 4, 3, 3, 3, 5, 1, 4, 1, 5
BEV-CLIP: Multi-modal BEV Retrieval Methodology for Complex Scene in Autonomous Driving,4.0, 4.0, 1.0, 5, 4, 3, 5, 3, 4, 5, 4
Differentiable Optimization in Plane-Wave Density Functional Theory for Solid States,4.75, 5.0, 1.0897247358851685, 5, 4, 6, 2, 5, 3, 3, 3
Multilingual Jailbreak Challenges in Large Language Models,5.2, 6.0, 1.16619037896906, 3, 4, 6, 3, 6, 4, 5, 4, 6, 4
Instruction-tuned LLMs with World Knowledge are More Aligned to the Human Brain,4.25, 4.0, 1.299038105676658, 5, 4, 3, 4, 6, 3, 3, 2
Brain-inspired Geometry Constrain on Represention for Compositional Generalization,3.0, 3.0, 1.4142135623730951, 1, 3, 3, 4, 5, 4, 3, 3
Mask Frozen-DETR: High Quality Instance Segmentation with One GPU,4.25, 4.0, 1.299038105676658, 5, 4, 3, 5, 3, 3, 6, 4
Categorical Features of entities in Recommendation Systems Using Graph Neural Networks,3.5, 3.0, 0.8660254037844386, 3, 4, 3, 4, 3, 4, 5, 4
Generalized Policy Iteration using Tensor Approximation for Hybrid Control,6.75, 7.0, 1.299038105676658, 8, 4, 8, 4, 6, 2, 5, 3
$t^3$-Variational Autoencoder: Learning Heavy-tailed Data with Student's t and Power Divergence,7.333333333333333, 8.0, 0.9428090415820634, 8, 4, 6, 4, 8, 3
Neuron to Graph: Interpreting Language Model Neurons at Scale,4.0, 5.0, 1.7888543819998317, 6, 3, 5, 4, 1, 4, 3, 4, 5, 5
Residual Factorized Fourier Neural Operator for simulation of three-dimensional turbulence,3.0, 3.0, 0.0, 3, 3, 3, 5, 3, 4, 3, 4
Adjustable Quantile-Guided Diffusion Policy for Diverse Behavior Generation in Offline RL,4.0, 4.0, 1.0, 5, 4, 3, 3, 3, 4, 5, 3
Cooperative Hardware-Prompt Learning for Snapshot Compressive Imaging,6.5, 6.5, 1.5, 5, 3, 8, 5, 8, 4, 5, 4
Prompt Optimization via Adversarial In-Context Learning,3.6666666666666665, 3.0, 0.9428090415820634, 3, 4, 3, 4, 5, 3
FEATHER: Lifelong Test-Time Adaptation with Lightweight Adapters,4.0, 4.0, 1.0, 3, 4, 5, 4, 3, 4, 5, 4
FLAT-Chat: A Word Recovery Attack on Federated Language Model Training,4.25, 4.0, 1.299038105676658, 3, 5, 3, 4, 5, 4, 6, 4
Chain-of-Thought Predictive Control,5.5, 5.5, 0.5, 5, 4, 5, 3, 6, 4, 6, 4
Adapting ConvNets for New Cameras without Retraining,3.5, 4.0, 1.6583123951777, 5, 5, 3, 5, 5, 4, 1, 4
Rethinking the Power of Graph Canonization in Graph Representation Learning with Stability,4.5, 4.5, 1.5, 6, 3, 3, 4
Relating Implicit Bias and Adversarial Attacks through Intrinsic Dimension,3.5, 3.0, 0.8660254037844386, 3, 3, 3, 5, 3, 4, 5, 4
Rethinking Actor-Critic: Successive Actors for Critic Maximization,4.0, 4.0, 1.0, 5, 4, 5, 3, 3, 5, 3, 3
Gradual Optimization Learning for Conformational Energy Minimization,5.75, 6.0, 0.4330127018922193, 6, 4, 6, 3, 5, 4, 6, 3
AnomalyCLIP: Object-agnostic Prompt Learning for Zero-shot Anomaly Detection,6.166666666666667, 5.5, 1.3437096247164249, 8, 3, 5, 5, 6, 5, 5, 4, 8, 3, 5, 3
Chat Vector: A Simple Approach to Equip LLMs With New Language Chat Capabilities,4.75, 5.0, 1.0897247358851685, 3, 4, 5, 4, 6, 3, 5, 3
Generative Models are Self-Watermarked: Intellectual Property Declaration through Re-Generation,4.0, 4.0, 1.0, 3, 4, 3, 4, 5, 3, 5, 3
Nonlinear Inference Learning for Differentially Private Massive Data,2.5, 3.0, 0.8660254037844386, 3, 4, 1, 3, 3, 5, 3, 4
Boosting Selective Rationalization with Shortcuts Discovery,4.666666666666667, 5.0, 1.247219128924647, 3, 4, 5, 3, 6, 3
RL4CO: a Unified Reinforcement Learning for Combinatorial Optimization Library,4.0, 4.0, 1.0, 5, 3, 3, 4, 5, 4, 3, 3
IKL: Boosting Long-Tail Recognition with Implicit Knowledge Learning,4.333333333333333, 5.0, 0.9428090415820634, 3, 5, 5, 5, 5, 4
GPT Can Solve Mathematical Problems Without a Calculator,6.0, 6.5, 2.1213203435596424, 8, 4, 3, 4, 8, 3, 5, 4
S4G: Breaking the Bottleneck on Graphs with Structured State Spaces,4.666666666666667, 3.0, 2.357022603955158, 8, 3, 3, 4, 3, 4
CORN: Contact-based Object Representation for Nonprehensile Manipulation of General Unseen Objects,6.0, 5.5, 2.5495097567963922, 6, 4, 5, 4, 3, 3, 10, 4
An Intuitive Multi-Frequency Feature Representation for SO(3)-Equivariant Networks,5.2, 6.0, 1.16619037896906, 3, 2, 6, 4, 6, 3, 6, 3, 5, 4
Language-Independent Embeddings for Entity Recognition via LLM Data-Level Knowledge Distillation,nan, nan, nan
CodeComplex: A Time-complexity Dataset for Multi-language Source Codes,4.0, 4.0, 1.0, 3, 4, 3, 4, 5, 3, 5, 4
Implicit Regularisation in Overparametrized Networks: A Multiscale Analysis of the Fokker-Planck equation,3.5, 3.0, 0.8660254037844386, 3, 3, 3, 3, 3, 3, 5, 4
KoLA: Carefully Benchmarking World Knowledge of Large Language Models,6.75, 7.0, 1.299038105676658, 5, 2, 6, 4, 8, 2, 8, 4
Screening Unlearnable Examples via Iterative Self Regression,3.5, 4.0, 1.6583123951777, 1, 5, 3, 4, 5, 4, 5, 4
Graph Parsing Networks,5.5, 5.5, 1.8027756377319946, 5, 3, 8, 3, 6, 5, 3, 4
Retrieving Texts by Abstract Descriptions,4.6, 5.0, 0.7999999999999999, 5, 3, 3, 4, 5, 4, 5, 5, 5, 3
TESTAM: A Time-Enhanced Spatio-Temporal Attention Model with Mixture of Experts,5.25, 5.0, 0.4330127018922193, 5, 4, 5, 4, 5, 4, 6, 3
Improving SAM Requires Rethinking its Optimization Formulation,6.0, 5.5, 2.5495097567963922, 3, 3, 5, 4, 6, 3, 10, 4
RedMotion: Motion Prediction via Redundancy Reduction,5.333333333333333, 5.0, 2.0548046676563256, 3, 5, 8, 4, 5, 2
TILDE-Q: A Transformation Invariant Loss Function for Time-Series Forecasting,5.5, 5.5, 1.8027756377319946, 5, 4, 6, 4, 3, 4, 8, 4
Learning From Simplicial Data Based on Random Walks and 1D Convolutions,6.0, 6.5, 2.1213203435596424, 8, 5, 3, 4, 8, 4, 5, 2
Adaptive Environmental Modeling for Task-Oriented Language Agents,3.6666666666666665, 3.0, 0.9428090415820634, 3, 4, 3, 3, 5, 3
LUM-ViT: Learnable Under-sampling Mask Vision Transformer for Bandwidth Limited Optical Signal Acquisition,5.666666666666667, 6.0, 0.4714045207910317, 6, 5, 6, 4, 5, 3
Sensitivity-Aware Differentially Private Decentralized Learning with Adaptive Noise,4.0, 3.0, 1.2649110640673518, 3, 4, 3, 4, 3, 3, 6, 3, 5, 3
EvIL: Evolution Strategies for Generalisable Imitation Learning,3.75, 3.0, 1.299038105676658, 3, 5, 6, 3, 3, 4, 3, 3
RILe: Reinforced Imitation Learning,3.6666666666666665, 3.0, 0.9428090415820634, 3, 5, 5, 4, 3, 5
Few Heads are Enough,4.0, 3.0, 1.4142135623730951, 3, 3, 3, 4, 6, 3
LMExplainer: A Knowledge-Enhanced Explainer for Language Models,4.75, 5.0, 1.0897247358851685, 3, 3, 6, 3, 5, 3, 5, 4
Optimal spherical codes for locality-sensitive hashing,2.5, 3.0, 0.8660254037844386, 3, 4, 1, 5, 3, 4, 3, 3
ProtChatGPT: Towards Understanding Proteins with Large Language Models,5.0, 5.5, 1.224744871391589, 6, 4, 5, 3, 6, 4, 3, 4
Bayesian Vector Optimization with Gaussian Processes,5.25, 5.0, 0.4330127018922193, 5, 5, 5, 2, 5, 3, 6, 2
Meta- (out-of-context) learning in neural networks,4.75, 5.0, 1.0897247358851685, 3, 4, 5, 2, 5, 4, 6, 2
On the Long Range Abilities of Transformers,4.5, 5.0, 0.8660254037844386, 3, 4, 5, 4, 5, 4, 5, 3
Social-Transmotion: Promptable Human Trajectory Prediction,4.75, 5.0, 1.0897247358851685, 6, 4, 5, 5, 5, 5, 3, 5
Efficient architectural aspects for text-to-video generation pipeline,5.0, 5.0, 0.0, 5, 5, 5, 3, 5, 4
Gandalf: Learning label correlations in Extreme Multi-label Classification via Label Features,5.25, 5.0, 0.4330127018922193, 5, 4, 5, 4, 6, 5, 5, 4
Robust Classification via Regression-Based Loss Reweighting and Label Correction,4.75, 5.0, 1.0897247358851685, 5, 4, 3, 4, 5, 4, 6, 3
Subject-specific Deep Neural Networks for Count Data with High-cardinality Categorical Features,5.0, 6.0, 1.4142135623730951, 3, 3, 6, 2, 6, 3
ProteinAdapter: Adapting Pre-trained Large Protein Models for Efficient Protein Representation Learning,4.0, 4.0, 1.0, 3, 3, 3, 3, 5, 4, 5, 5
Let's reward step by step: Step-Level reward model as the Navigators for  Reasoning,4.6, 5.0, 0.7999999999999999, 3, 4, 5, 5, 5, 3, 5, 3, 5, 2
Generalization error of spectral algorithms,8.0, 8.0, 0.0, 8, 3, 8, 3, 8, 2
Slot Structured World Models,3.5, 3.0, 0.8660254037844386, 3, 5, 3, 5, 3, 4, 5, 3
Observer Uncertainty of Learning in Games from a Covariance Perspective,5.0, 5.5, 1.224744871391589, 6, 3, 5, 3, 6, 3, 3, 3
Contrastive Implicit Representation Learning,2.3333333333333335, 3.0, 0.9428090415820634, 1, 3, 3, 3, 3, 3
LLM+A: Grounding Large Language Models in Physical World with Affordance Prompting,4.25, 4.0, 1.299038105676658, 5, 4, 3, 5, 3, 4, 6, 3
DAS$^2$C: A Distributed Adaptive Minimax Method with Near-Optimal Convergence,4.75, 5.0, 1.0897247358851685, 6, 3, 5, 4, 3, 5, 5, 5
Learning to Reject with a Fixed Predictor: Application to Decontextualization,4.333333333333333, 5.0, 0.9428090415820634, 5, 3, 5, 3, 3, 3
Disentangling Covariates to Predict Counterfactuals for single-cell data,3.0, 3.0, 0.0, 3, 4, 3, 4, 3, 4, 3, 4
All Languages Matter: On the Multilingual Safety of Large Language Models,3.5, 3.0, 0.8660254037844386, 5, 4, 3, 3, 3, 3, 3, 5
Deep Anti-Regularized Ensembles,4.5, 5.0, 0.8660254037844386, 5, 3, 5, 4, 5, 3, 3, 4
CLASS-INCREMENTAL LEARNING USING GENERATIVE EXPERIENCE REPLAY BASED ON TIME-AWARE REGULARIZATION,3.75, 3.0, 1.299038105676658, 6, 4, 3, 2, 3, 4, 3, 3
